Manufacturer,Model,Description,Transmission,Vehicle_Type,Engine_Capacity,Fuel_Type,Powertrain,Engine_PowerPS,Engine_Power,Emissions_CO2,THC0Emissions0[mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],RDE NOx Urban,RDE NOx Combined
ABARTH,595 MY22,1.4 Tjet 165 hp Manual (VL),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY22,1.4 Tjet 165 hp Manual (VH),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY22,1.4 Tjet 165 hp Manual  Convertible (VL),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY22,1.4 Tjet 165 hp Manual  Convertible (VH),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY22,Turismo 1.4 Tjet 165 hp Manual (VL),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY22,Turismo 1.4 Tjet 165 hp Manual (VH),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY22,Turismo 1.4 Tjet 165 hp Manual Convertible (VL),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY22,Turismo 1.4 Tjet 165 hp Manual Convertible (VH),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY22,Turismo 1.4 Tjet 165 hp MTA Convertible (VL),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY22,Turismo 1.4 Tjet 165 hp MTA Convertible (VH),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,695 MY22,1.4 Tjet 180 hp Manual (VH only),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,657,66,21,,,60,60
ABARTH,695 MY22,1.4 Tjet 180 hp Manual Convertible (VH only),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,657,66,21,,,60,60
ABARTH,695 MY22,Turismo 1.4 Tjet 180 hp Manual (VH only),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,657,66,21,,,60,60
ABARTH,695 MY22,Turismo 1.4 Tjet 180 hp MTA (VL),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY22,Turismo 1.4 Tjet 180 hp MTA (VH),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY22,Turismo 1.4 Tjet 180 hp Manual Convertible (VH only),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,657,66,21,,,60,60
ABARTH,695 MY22,Turismo 1.4 Tjet 180 hp MTA Convertible (VL),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY22,Turismo 1.4 Tjet 180 hp MTA Convertible (VH),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY22,Competizione 1.4 Tjet 180 hp Manual (VH only),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,657,66,21,,,60,60
ABARTH,695 MY22,Competizione 1.4 Tjet 180 hp MTA (VL),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY22,Competizione 1.4 Tjet 180 hp MTA (VH),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY22,Competizione 1.4 Tjet 180 hp Manual Convertible (VH only),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,657,66,21,,,60,60
ABARTH,695 MY22,Competizione 1.4 Tjet 180 hp MTA Convertible (VL),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY22,Competizione 1.4 Tjet 180 hp MTA Convertible (VH),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY22,Tributo 131 Rally 1.4 Tjet 180 hp Manual(VH only),SA7,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,657,66,21,,,60,60
ABARTH,595 MY23,1.4 Tjet 165 hp Manual (VL),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY23,1.4 Tjet 165 hp Manual (VH),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY23,1.4 Tjet 165 hp Manual  Convertible (VL),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY23,1.4 Tjet 165 hp Manual  Convertible (VH),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY23,Turismo 1.4 Tjet 165 hp Manual (VL),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY23,Turismo 1.4 Tjet 165 hp Manual (VH),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY23,Turismo 1.4 Tjet 165 hp Manual Convertible (VL),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,595 MY23,Turismo 1.4 Tjet 165 hp Manual Convertible (VH),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),165,121,688,66,28,,,60,60
ABARTH,695 MY23,1.4 Tjet 180 hp Manual (VH only),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,657,66,21,,,60,60
ABARTH,695 MY23,1.4 Tjet 180 hp Manual Convertible (VH only),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,657,66,21,,,60,60
ABARTH,695 MY23,Turismo 1.4 Tjet 180 hp Manual (VH only),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,657,66,21,,,60,60
ABARTH,695 MY23,Turismo 1.4 Tjet 180 hp MTA (VL ),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY23,Turismo 1.4 Tjet 180 hp MTA (VH ),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY23,Turismo 1.4 Tjet 180 hp Manual Convertible (VH only),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,657,66,21,,,60,60
ABARTH,695 MY23,Turismo 1.4 Tjet 180 hp MTA Convertible (VL),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY23,Turismo 1.4 Tjet 180 hp MTA Convertible (VH),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY23,Competizione 1.4 Tjet 180 hp Manual (VH only),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,657,66,21,,,60,60
ABARTH,695 MY23,Competizione 1.4 Tjet 180 hp MTA (VL),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY23,Competizione 1.4 Tjet 180 hp MTA (VH),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY23,Competizione 1.4 Tjet 180 hp Manual Convertible (VH only),M5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,657,66,21,,,60,60
ABARTH,695 MY23,Competizione 1.4 Tjet 180 hp MTA Convertible (VL),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ABARTH,695 MY23,Competizione 1.4 Tjet 180 hp MTA Convertible (VH),SA5,Manual,1368,Petrol,Internal Combustion Engine (ICE),179,132,904,55,20,,,60,60
ALFA ROMEO,Giulia MY23,GIULIA MY23 2.0 TURBO PETROL 280HP SPRINT (VL),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,362,32,17,,0.12,60,60
ALFA ROMEO,Giulia MY23,GIULIA MY23 2.0 TURBO PETROL 280HP SPRINT (VH),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,362,32,17,,0.12,60,60
ALFA ROMEO,Giulia MY23,GIULIA MY23 2.0 TURBO PETROL 280HP VELOCE (VL),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,362,32,17,,0.12,60,60
ALFA ROMEO,Giulia MY23,GIULIA MY23 2.0 TURBO PETROL 280HP VELOCE (VH),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,362,32,17,,0.12,60,60
ALFA ROMEO,Giulia MY23,GIULIA MY23 2.0 TURBO PETROL 280HP COMPETIZIONE (VL),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,362,32,17,,0.12,60,60
ALFA ROMEO,Giulia MY23,GIULIA MY23 2.0 TURBO PETROL 280HP COMPETIZIONE (VH),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,362,32,17,,0.12,60,60
ALFA ROMEO,Giulia MY23,GIULIA QUADRIFOGLIO MY23 2.9 V6 BI-TURBO 520HP (VL),A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),519,382,505,34,17,,0.12,60,60
ALFA ROMEO,Giulia MY23,GIULIA QUADRIFOGLIO MY23 2.9 V6 BI-TURBO 520HP (VH),A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),519,382,505,34,17,,0.12,60,60
ALFA ROMEO,Stelvio MY23,STELVIO MY23 2.0 TURBO PETROL 280HP Q4 SPRINT (VL),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,638,40,26,,0.17,60,60
ALFA ROMEO,Stelvio MY23,STELVIO MY23 2.0 TURBO PETROL 280HP Q4 SPRINT (VH),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,638,40,26,,0.17,60,60
ALFA ROMEO,Stelvio MY23,STELVIO MY23 2.2 TURBO DIESEL 210HP Q4 SPRINT (VL),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),209,154,50,0,27,31,0.32,80,80
ALFA ROMEO,Stelvio MY23,STELVIO MY23 2.2 TURBO DIESEL 210HP Q4 SPRINT (VH),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),209,154,50,0,27,31,0.32,80,80
ALFA ROMEO,Stelvio MY23,STELVIO MY23 2.0 TURBO PETROL 280HP Q4 VELOCE (VL),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,638,40,26,,0.17,60,60
ALFA ROMEO,Stelvio MY23,STELVIO MY23 2.0 TURBO PETROL 280HP Q4 VELOCE (VH),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,638,40,26,,0.17,60,60
ALFA ROMEO,Stelvio MY23,STELVIO MY23 2.2 TURBO DIESEL 210HP Q4 VELOCE (VL),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),209,154,50,,27,31,0.32,80,80
ALFA ROMEO,Stelvio MY23,STELVIO MY23 2.2 TURBO DIESEL 210HP Q4 VELOCE (VH),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),209,154,50,,27,31,0.32,80,80
ALFA ROMEO,Stelvio MY23,STELVIO MY23 2.0 TURBO PETROL 280HP Q4 COMPETIZIONE (VL),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,638,40,26,,0.17,60,60
ALFA ROMEO,Stelvio MY23,STELVIO MY23 2.0 TURBO PETROL 280HP Q4 COMPETIZIONE (VH),A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,638,40,26,,0.17,60,60
ALFA ROMEO,Stelvio MY23,STELVIO MY23 2.2 TURBO DIESEL 210HP Q4 COMPETIZIONE (VL),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),209,154,50,,27,31,0.32,80,80
ALFA ROMEO,Stelvio MY23,STELVIO MY23 2.2 TURBO DIESEL 210HP Q4 COMPETIZIONE (VH),A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),209,154,50,,27,31,0.32,80,80
ALFA ROMEO,Stelvio MY23,STELVIO QUADRIFOGLIO MY23 2.9 V6 BI-TURBO 520HP (VH only),A8,Automatic,2891,Petrol,Internal Combustion Engine (ICE),519,382,593,33,19,,0.26,60,60
ALFA ROMEO,Tonale MY23,1.5 MHEV 160 DCT Ti,A7,Automatic,1469,Electric / Petrol,Mild Hybrid Electric Vehicle (MHEV),160,117,461,37,9,,0.32,60,60
ALFA ROMEO,Tonale MY23,1.5 MHEV 160 DCT Ti,A7,Automatic,1469,Electric / Petrol,Mild Hybrid Electric Vehicle (MHEV),160,117,461,37,9,,0.32,60,60
ALFA ROMEO,Tonale MY23,1.3 PHEV 280 AT Q4 Ti,A6,Automatic,1332,Electric / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),179,132,523,24,21,,1.79,60,60
ALFA ROMEO,Tonale MY23,1.3 PHEV 280 AT Q4 Ti,A6,Automatic,1332,Electric / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),179,132,523,24,21,,1.79,60,60
ALFA ROMEO,Tonale MY23,1.5 MHEV 160 DCT Veloce,A7,Automatic,1469,Electric / Petrol,Mild Hybrid Electric Vehicle (MHEV),160,117,461,37,9,,0.32,60,60
ALFA ROMEO,Tonale MY23,1.5 MHEV 160 DCT Veloce,A7,Automatic,1469,Electric / Petrol,Mild Hybrid Electric Vehicle (MHEV),160,117,461,37,9,,0.32,60,60
ALFA ROMEO,Tonale MY23,1.3 PHEV 280 AT Q4 Veloce,A6,Automatic,1332,Electric / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),179,132,523,24,21,,1.79,60,60
ALFA ROMEO,Tonale MY23,1.3 PHEV 280 AT Q4 Veloce,A6,Automatic,1332,Electric / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),179,132,523,24,21,,1.79,60,60
ALFA ROMEO,Tonale MY23,1.5 MHEV 160 DCT Speciale,A7,Automatic,1469,Electric / Petrol,Mild Hybrid Electric Vehicle (MHEV),160,117,461,37,9,,0.32,60,60
ALFA ROMEO,Tonale MY23,1.5 MHEV 160 DCT Speciale,A7,Automatic,1469,Electric / Petrol,Mild Hybrid Electric Vehicle (MHEV),160,117,461,37,9,,0.32,60,60
ALFA ROMEO,Tonale MY23,1.3 PHEV 280 AT Q4 Speciale,A6,Automatic,1332,Electric / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),179,132,523,24,21,,1.79,60,60
ALFA ROMEO,Tonale MY23,1.3 PHEV 280 AT Q4 Speciale,A6,Automatic,1332,Electric / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),179,132,523,24,21,,1.79,60,60
ALPINE,A110,A110,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,229,11,11,,,60,60
ALPINE,A110,A110,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,229,11,11,,,60,60
ALPINE,A110,A110 Color Edition DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,216,11,18,,,60,60
ALPINE,A110,A110 Color Edition DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,216,11,18,,,60,60
ALPINE,A110,A110 GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,204,11,12,,,60,60
ALPINE,A110,A110 GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,204,11,12,,,60,60
ALPINE,A110,A110 GT J. Rédélé Limited Edition,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,204,11,12,,,60,60
ALPINE,A110,A110 GT J. Rédélé Limited Edition,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,204,11,12,,,60,60
ALPINE,A110,A110 Légende DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,229,11,11,,,60,60
ALPINE,A110,A110 Légende DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,229,11,11,,,60,60
ALPINE,A110,A110 Légende GT DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,229,11,11,,,60,60
ALPINE,A110,A110 Légende GT DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,229,11,11,,,60,60
ALPINE,A110,A110 Légende GT 2021 DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,216,11,18,,,60,60
ALPINE,A110,A110 Légende GT 2021 DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,216,11,18,,,60,60
ALPINE,A110,A110 Pure DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,229,11,11,,,60,60
ALPINE,A110,A110 Pure DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,229,11,11,,,60,60
ALPINE,A110,A110 R,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,0,0,0,,0,0
ALPINE,A110,A110 R,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,0,0,0,,0,0
ALPINE,A110,A110 S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,204,11,12,,,60,60
ALPINE,A110,A110 S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,204,11,12,,,60,60
ALPINE,A110,A110 San Remo 73,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,0,0,0,,0,0
ALPINE,A110,A110 San Remo 73,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,0,0,0,,0,0
ALPINE,A110,A110 S DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,216,11,18,,,60,60
ALPINE,A110,A110 S DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,216,11,18,,,60,60
ALPINE,A110,A110 Tour de Corse Edition,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,204,11,12,,,60,60
ALPINE,A110,A110 Tour de Corse Edition,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,204,11,12,,,60,60
ALPINE,A110,Color Edition 2020,A7,Automatic,1799,Petrol,Internal Combustion Engine (ICE),292,215,212,11,12,,,,
ALPINE,A110,Color Edition 2020,A7,Automatic,1799,Petrol,Internal Combustion Engine (ICE),292,215,212,11,12,,,,
ALPINE,A110,Légende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,281,14,13,,,,
ALPINE,A110,Légende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,230,14,12,,,,
ALPINE,A110,Légende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,549,18,19,,,126,126
ALPINE,A110,Légende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,549,18,19,,,126,126
ALPINE,A110,Légende GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,281,14,13,,,,
ALPINE,A110,Légende GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,281,14,13,,,,
ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,281,14,13,,,,
ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,230,14,12,,,,
ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,549,18,19,,,126,126
ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,549,18,19,,,126,126
ALPINE,A110,S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,275,15,12,,,,
ALPINE,A110,S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,212,11,11,,,,
ALPINE,A110,A110 R Fernando Alonso,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,154,156,7,,,,
ALPINE,A110,A110 R Fernando Alonso,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,154,156,7,,,,
ALPINE,A110,A110 R Le Mans,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,154,156,7,,,,
ALPINE,A110,A110 R Le Mans,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,154,156,7,,,,
ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V8 RWD Automatic Coupe,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),510,375,155,24,14,,,86,86
ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V8 RWD Automatic Convertible,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),510,375,159,24,12,,,86,86
ASTON MARTIN LAGONDA,DB11 2021MY,DB11 V12 AMR RWD Automatic Coupe,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),640,470,460,33,18,,,86,86
ASTON MARTIN LAGONDA,DBS Superleggera 2021MY,DBS RWD Automatic Coupe,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),725,533,617,29,17,,,86,86
ASTON MARTIN LAGONDA,DBS Superleggera 2021MY,DBS RWD Automatic Convertible,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),725,533,475,26,21,,,86,86
ASTON MARTIN LAGONDA,DBX V8 MY2021,Hatchback,A9-AWD,Automatic,3982,Petrol,Internal Combustion Engine (ICE),550,405,127,18,22,,,86,86
ASTON MARTIN LAGONDA,Speedster,Open Sportscar,A8,Automatic,5204,Petrol,Internal Combustion Engine (ICE),725,533,491,24,20,,,86,86
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage F1 Edition Automatic Hatchback,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),535,394,164,17,13,,,86,86
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage F1 Edition Automatic Convertible,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),535,394,244,28,16,,,86,86
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage RWD Automatic Hatchback,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),510,375,164,17,13,,,86,86
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage RWD Manual Hatchback,M7,Manual,3982,Petrol,Internal Combustion Engine (ICE),510,375,503,56,31,,,86,86
ASTON MARTIN LAGONDA,Vantage 2021MY,Vantage RWD Automatic Convertible,A8,Automatic,3982,Petrol,Internal Combustion Engine (ICE),510,375,244,28,16,,,86,86
ASTON MARTIN LAGONDA,DBX707 MY2023,DBX707 GPF Hatchback,A9-AWD,Automatic,3982,Petrol,Internal Combustion Engine (ICE),707,520,192,17,15,,,86,86
BENTLEY MOTORS,Bentayga MY23,Bentayga Hybrid,8AT,Automatic,2995,Electric / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),340,250,375,19,16,,,60,60
BENTLEY MOTORS,Bentayga EWB V8 23MY,Bentayga Extended Wheelbase V8,8AT,Automatic,3996,Petrol,Internal Combustion Engine (ICE),550,404,151,25,10,,,60,60
BENTLEY MOTORS,Continental GT V8 MY23,Continental GT V8,8AT,Automatic,3996,Petrol,Internal Combustion Engine (ICE),550,404,231,13,7,,,60,60
BENTLEY MOTORS,Continental GT V8 MY23,Continental GT V8 Convertible,8AT,Automatic,3996,Petrol,Internal Combustion Engine (ICE),550,404,251,14,9,,,60,60
BENTLEY MOTORS,Flying Spur MY23,Flying Spur V8,8AT,Automatic,3996,Petrol,Internal Combustion Engine (ICE),550,404,255,14,7,,,60,60
CADILLAC,XT4,350D FWD AT9,A9,Automatic,1995,Diesel,Internal Combustion Engine (ICE),174,128,48,39,12,52,1.4,,
CADILLAC,XT4,350D AWD AT9,A9,Automatic,1995,Diesel,Internal Combustion Engine (ICE),174,128,42,32,13,44,1.4,,
CADILLAC,XT4,350T AWD AT9,A9,Automatic,1998,Petrol,Internal Combustion Engine (ICE),230,169,264,15,17,,,,
CHEVROLET,CORVETTE,Stingray Coupe 6.2L V8 AT8,A8,Automatic,6162,Petrol,Internal Combustion Engine (ICE),482,354,316,31,16,,0.1,,
CHEVROLET,CORVETTE,Stingray Convertible 6.2L V8 AT8,A8,Automatic,6162,Petrol,Internal Combustion Engine (ICE),482,354,316,31,16,,0.1,,
CHEVROLET,CORVETTE,Z06 Coupe 5.5L V8 AT8,A8,Automatic,5460,Petrol,Internal Combustion Engine (ICE),646,475,168,31,11,,0.02,,
CHEVROLET,CORVETTE,Z06 Convertible 5.5L V8 AT8,A8,Automatic,5460,Petrol,Internal Combustion Engine (ICE),646,475,168,31,11,,0.02,,
CHRYSLER JEEP,Compass MY23,High Altitute 1.5 e-Hybrid DCT FWD - RHD (VL),A7,Automatic,1469,Electric / Petrol,Mild Hybrid Electric Vehicle (MHEV),131,96,403,30,7,,0.14,60,60
CHRYSLER JEEP,Compass MY23,High Altitute 1.5 e-Hybrid DCT FWD - RHD (VH),A7,Automatic,1469,Electric / Petrol,Mild Hybrid Electric Vehicle (MHEV),131,96,403,30,7,,0.14,60,60
CHRYSLER JEEP,Compass MY23,Limited 1.3 PHEV 240hp  AT eAWD E6.4 (VL),A6,Automatic,1332,Electric / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),179,132,385,14,9,,0.22,60,60
CHRYSLER JEEP,Compass MY23,Limited 1.3 PHEV 240hp  AT eAWD E6.4 (VH),A6,Automatic,1332,Electric / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),179,132,385,14,9,,0.22,60,60
CHRYSLER JEEP,Compass MY23,Limited 1.5 e-Hybrid DCT E6.4 FWD - RHD (VL),A7,Automatic,1469,Electric / Petrol,Mild Hybrid Electric Vehicle (MHEV),131,96,403,30,7,,0.14,60,60
CHRYSLER JEEP,Compass MY23,Limited 1.5 e-Hybrid DCT E6.4 FWD - RHD (VH),A7,Automatic,1469,Electric / Petrol,Mild Hybrid Electric Vehicle (MHEV),131,96,403,30,7,,0.14,60,60
CHRYSLER JEEP,Compass MY23,S 1.5 e-Hybrid DCT E6.4 FWD - RHD (VL),A7,Automatic,1469,Electric / Petrol,Mild Hybrid Electric Vehicle (MHEV),131,96,403,30,7,,0.14,60,60
CHRYSLER JEEP,Compass MY23,S 1.5 e-Hybrid DCT E6.4 FWD - RHD (VH),A7,Automatic,1469,Electric / Petrol,Mild Hybrid Electric Vehicle (MHEV),131,96,403,30,7,,0.14,60,60
CHRYSLER JEEP,Compass MY23,S 1.3 PHEV 240hp  AT eAWD E6.4 (VL),A6,Automatic,1332,Electric / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),179,132,385,14,9,,0.22,60,60
CHRYSLER JEEP,Compass MY23,S 1.3 PHEV 240hp  AT eAWD E6.4 (VH),A6,Automatic,1332,Electric / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),179,132,385,14,9,,0.22,60,60
CHRYSLER JEEP,Compass MY23,Trailhawk 1.3 PHEV 240hp  AT eAWD E6.4 (VL),A6,Automatic,1332,Electric / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),179,132,385,14,9,,0.22,60,60
CHRYSLER JEEP,Compass MY23,Trailhawk 1.3 PHEV 240hp  AT eAWD E6.4 (VH),A6,Automatic,1332,Electric / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),179,132,385,14,9,,0.22,60,60
